Nome Escolhido;Certeza (%);Frequencia Final;Nomes Agrupados
Lira, Flaviana Barreto;96.0;10;Lira, Flaviana Barreto (Freq:10, Sim:100%) | Lira, Flaviana (Freq:1, Sim:90%) | Lira, Flaviana Barret (Freq:1, Sim:98%)
Lira, Gabriela Fernandes Chaves;100.0;2;Lira, Gabriela Fernandes Chaves (Freq:2, Sim:100%)
Lira, Helvia Nancy Fuzer;100.0;2;Lira, Helvia Nancy Fuzer (Freq:2, Sim:100%)
Lira, Júlia;95.0;1;Lira, Júlia (Freq:1, Sim:100%) | Lira, Júlia Santiago de Matos Monteiro (Freq:1, Sim:90%)
Lira, Kaliane Wilma Cavalcante de;100.0;1;Lira, Kaliane Wilma Cavalcante de (Freq:1, Sim:100%)
Lira, Laura (Org.);100.0;3;Lira, Laura (Org.) (Freq:3, Sim:100%)
Lira, Luana Menezes;100.0;2;Lira, Luana Menezes (Freq:2, Sim:100%)
Lira, Luciane Cristina Eneas;100.0;2;Lira, Luciane Cristina Eneas (Freq:2, Sim:100%)
Lira, Nadielle de Paula Moura;100.0;2;Lira, Nadielle de Paula Moura (Freq:2, Sim:100%)
Lisboa, Adriana Queiroz;100.0;2;Lisboa, Adriana Queiroz (Freq:2, Sim:100%)
Lisboa, Adriane Dias da Silva;100.0;1;Lisboa, Adriane Dias da Silva (Freq:1, Sim:100%)
Lisboa, Erika de Farias;99.0;1;Lisboa, Erika de Farias (Freq:1, Sim:100%) | Lisboa, Érika de Farias (Freq:1, Sim:98%)
Lisboa, Fabiana Christina Araújo Pereira;100.0;3;Lisboa, Fabiana Christina Araújo Pereira (Freq:3, Sim:100%)
Lisboa, Marcelo;100.0;2;Lisboa, Marcelo (Freq:2, Sim:100%)
Lisniowski, Simone Aparecida;95.0;1;Lisniowski, Simone (Freq:1, Sim:100%) | Lisniowski, Simone Aparecida (Freq:1, Sim:90%)
Litre, Gabriela;100.0;2;Litre, Gabriela (Freq:2, Sim:100%)
Litsek, Felipe Cruz Akos;95.0;1;Litsek, Felipe (Freq:1, Sim:100%) | Litsek, Felipe Cruz Akos (Freq:1, Sim:90%)
Liz, Ronaldo Setti de;100.0;4;Liz, Ronaldo Setti de (Freq:4, Sim:100%)
Llano Serna, Marcelo Alejandro;100.0;2;Llano Serna, Marcelo Alejandro (Freq:2, Sim:100%)
Llanos Cuentas, Alejandro;97.5;4;Llanos Cuentas, Alejandro (Freq:4, Sim:100%) | Llanos Cuentas, Elmer Alejandro (Freq:1, Sim:95%)
Llanos Cuentas, Elmer A.;99.0;2;Llanos Cuentas, Elmer A. (Freq:2, Sim:100%) | Llanos Cuentas, Elmer A. (Freq:1, Sim:98%)
Llanos Quintero, Carlos Humberto;100.0;7;Llanos Quintero, Carlos Humberto (Freq:7, Sim:100%)
Llerena Jr., Juan;100.0;1;Llerena Jr., Juan (Freq:1, Sim:100%)
Lobato, Lucia Maria Pinheiro;100.0;3;Lobato, Lucia Maria Pinheiro (Freq:3, Sim:100%)
Lobato, Luiz Felipe de Campos;99.0;4;Lobato, Luiz Felipe de Campos (Freq:4, Sim:100%) | Lobato, Luiz Felipe de Campos (Freq:1, Sim:98%)
Lobato, Marthius Sávio Cavalcante;100.0;2;Lobato, Marthius Sávio Cavalcante (Freq:2, Sim:100%)
Lobo Júnior, Murillo;97.2;5;Lobo Júnior, Murillo (Freq:5, Sim:100%) | Lobo Júnior, Murillo (Freq:2, Sim:97%) | Lobo Junior, Murillo (Freq:1, Sim:97%) | Lobo Junior, Murillo (Freq:1, Sim:95%)
Lobo, Andréa de Paula;100.0;2;Lobo, Andréa de Paula (Freq:2, Sim:100%)
Lobo, Andréa de Souza;95.0;8;Lobo, Andréa de Souza (Freq:8, Sim:100%) | Lobo, Andréa (Freq:1, Sim:90%)
Lobo, Breno Santana;100.0;2;Lobo, Breno Santana (Freq:2, Sim:100%)
Lobo, Camila Fernandes;100.0;4;Lobo, Camila Fernandes (Freq:4, Sim:100%)
Lobo, Iza Maria Fraga;100.0;2;Lobo, Iza Maria Fraga (Freq:2, Sim:100%)
Lobo, Lucineide Alves Batista;100.0;2;Lobo, Lucineide Alves Batista (Freq:2, Sim:100%)
Lobo, Priscila d'Albergaria de Souza;99.5;1;Lobo, Priscila d'Albergaria de Souza (Freq:1, Sim:100%) | Lobo, Priscila d'Albergaria de Souza (Freq:1, Sim:99%)
Lobo, Valácia L. da S.;100.0;2;Lobo, Valácia L. da S. (Freq:2, Sim:100%)
Locatelli, Marco Antônio Fernandes;100.0;2;Locatelli, Marco Antônio Fernandes (Freq:2, Sim:100%)
Locks, Charton Jahn;100.0;2;Locks, Charton Jahn (Freq:2, Sim:100%)
Lodi, Adriana Ferreira Coelho;100.0;2;Lodi, Adriana Ferreira Coelho (Freq:2, Sim:100%)
Lodi, Débora Fraga;100.0;2;Lodi, Débora Fraga (Freq:2, Sim:100%)
Loebmann, Daniel Gomes dos Santos Wendriner;95.0;2;Loebmann, Daniel Gomes dos Santos Wendriner (Freq:2, Sim:100%) | Loebmann, Daniel Gomes (Freq:1, Sim:90%)
Loewenberg, Michael;100.0;2;Loewenberg, Michael (Freq:2, Sim:100%)
Loewenhaupt, Raquel Raíssa Sousa;100.0;3;Loewenhaupt, Raquel Raíssa Sousa (Freq:3, Sim:100%)
Loiola, Diogo Souza;97.5;1;Loiola, Diogo Souza (Freq:1, Sim:100%) | Loiola, Diogo de Souza (Freq:1, Sim:95%)
Loiola, João Victor Lopes de;100.0;2;Loiola, João Victor Lopes de (Freq:2, Sim:100%)
Lombas, Maria Luiza de Santana;100.0;2;Lombas, Maria Luiza de Santana (Freq:2, Sim:100%)
Londoño Arteaga, Yuly Vanesa;100.0;2;Londoño Arteaga, Yuly Vanesa (Freq:2, Sim:100%)
Longo, Clerismar Aparecido;100.0;2;Longo, Clerismar Aparecido (Freq:2, Sim:100%)
Longo, João Paulo Figueiró;100.0;11;Longo, João Paulo Figueiró (Freq:11, Sim:100%)
Lopera, Jesús Emilio Pinto;97.5;2;Lopera, Jesús Emilio Pinto (Freq:2, Sim:100%) | Pinto Lopera, Jesús Emilio (Freq:1, Sim:95%)
Lopes Neto, David;100.0;2;Lopes Neto, David (Freq:2, Sim:100%)
Lopes, Ada Kallyne Sousa;100.0;2;Lopes, Ada Kallyne Sousa (Freq:2, Sim:100%)
Lopes, Adriano Felipe Oliveira;100.0;4;Lopes, Adriano Felipe Oliveira (Freq:4, Sim:100%)
Lopes, Alan de Oliveira;100.0;2;Lopes, Alan de Oliveira (Freq:2, Sim:100%)
Lopes, Aline;100.0;2;Lopes, Aline (Freq:2, Sim:100%)
Lopes, Ana Paula Silva;100.0;2;Lopes, Ana Paula Silva (Freq:2, Sim:100%)
Lopes, André Alves de Castro;100.0;3;Lopes, André Alves de Castro (Freq:3, Sim:100%)
Lopes, André Leme;100.0;2;Lopes, André Leme (Freq:2, Sim:100%)
Lopes, André Vaz;100.0;2;Lopes, André Vaz (Freq:2, Sim:100%)
Lopes, André Von Borries;100.0;3;Lopes, André Von Borries (Freq:3, Sim:100%) | Lopes, André von Borries (Freq:1, Sim:100%)
Lopes, Anne Neiry de Mendonça;100.0;2;Lopes, Anne Neiry de Mendonça (Freq:2, Sim:100%)
Lopes, Bruna Pimentel;100.0;3;Lopes, Bruna Pimentel (Freq:3, Sim:100%)
Lopes, C.A.P.;100.0;2;Lopes, C.A.P. (Freq:2, Sim:100%) | Lopes, C.A.P (Freq:1, Sim:100%)
Lopes, Carina Mariani Leite;100.0;2;Lopes, Carina Mariani Leite (Freq:2, Sim:100%)
Lopes, Carlos Alberto;95.0;11;Lopes, Carlos Alberto (Freq:11, Sim:100%) | Sousa, Carlos Alberto Lopes de (Freq:3, Sim:95%) | Lopes, Carlos (Freq:1, Sim:90%)
Lopes, Carlos Felipe Borges de Magalhães;100.0;1;Lopes, Carlos Felipe Borges de Magalhães (Freq:1, Sim:100%)
Lopes, Cláudio Afonso Pinho;100.0;3;Lopes, Cláudio Afonso Pinho (Freq:3, Sim:100%)
Lopes, Daiane Pereira da Fonseca;97.5;1;Fonseca, Daiane Pereira da (Freq:1, Sim:100%) | Lopes, Daiane Pereira da Fonseca (Freq:1, Sim:95%)
Lopes, Denilson;98.5;1;Lopes, Denilson (Freq:1, Sim:100%) | Lopes, Denilson (Freq:1, Sim:97%)
Lopes, Elisangela Pereira;100.0;7;Lopes, Elisangela Pereira (Freq:7, Sim:100%)
Lopes, Eloisa Assunção de Melo;100.0;2;Lopes, Eloisa Assunção de Melo (Freq:2, Sim:100%)
Lopes, Fabyano Alvares Cardoso;95.0;4;Lopes, Fabyano Alvares Cardoso (Freq:4, Sim:100%) | Lopes, Fabyano Alvares C. (Freq:1, Sim:90%)
Lopes, Felipe Vigolvino;100.0;6;Lopes, Felipe Vigolvino (Freq:6, Sim:100%)
Lopes, Fernanda Jaqueline;100.0;4;Lopes, Fernanda Jaqueline (Freq:4, Sim:100%)
Lopes, Fernanda Sousa Cardoso;100.0;2;Lopes, Fernanda Sousa Cardoso (Freq:2, Sim:100%)
Lopes, Fernando Brito;99.0;2;Lopes, Fernando Brito (Freq:2, Sim:100%) | Lopes, Fernando Brito (Freq:2, Sim:98%)
Lopes, Giselle Pinto de Faria;100.0;2;Lopes, Giselle Pinto de Faria (Freq:2, Sim:100%)
Lopes, Guilherme Henrique Ramos;99.0;2;Lopes, Guilherme Henrique Ramos (Freq:2, Sim:100%) | Lopes, Guilherme Henrique Ramos (Freq:2, Sim:98%)
Lopes, Henrique Araújo;97.5;1;Araújo, Henrique Loback Lopes de (Freq:1, Sim:100%) | Lopes, Henrique Araújo (Freq:1, Sim:95%)
Lopes, Ilza Leite;98.5;8;Lopes, Ilza Leite (Freq:8, Sim:100%) | Lopes, Ilza Leite (Freq:1, Sim:97%)
Lopes, Iraneide Etelvina;100.0;2;Lopes, Iraneide Etelvina (Freq:2, Sim:100%)
Lopes, Jorge Domingues;100.0;2;Lopes, Jorge Domingues (Freq:2, Sim:100%)
Lopes, João Vieira;100.0;3;Lopes, João Vieira (Freq:3, Sim:100%)
Lopes, Juliana Crespo;99.0;3;Lopes, Juliana Crespo (Freq:3, Sim:100%) | Lopes, Juliana Crespo (Freq:1, Sim:98%)
Lopes, Jéssica de Souza;99.0;1;Lopes, Jéssica de Souza (Freq:1, Sim:100%) | Lopes, Jéssica de Souza (Freq:1, Sim:98%)
Lopes, Leonardo Esteves;100.0;4;Lopes, Leonardo Esteves (Freq:4, Sim:100%)
Lopes, Leonardo Ferreira;100.0;3;Lopes, Leonardo Ferreira (Freq:3, Sim:100%)
Lopes, Lucas Silva;100.0;2;Lopes, Lucas Silva (Freq:2, Sim:100%)
Lopes, Luciana Figueiredo Bomfim;100.0;2;Lopes, Luciana Figueiredo Bomfim (Freq:2, Sim:100%)
Lopes, Luciane Cruz;100.0;3;Lopes, Luciane Cruz (Freq:3, Sim:100%)
Lopes, Luciano Bastos;100.0;1;Lopes, Luciano Bastos (Freq:1, Sim:100%)
Lopes, Luciano Santana;100.0;1;Lopes, Luciano Santana (Freq:1, Sim:100%)
Lopes, Luciene Pinheiro;100.0;2;Lopes, Luciene Pinheiro (Freq:2, Sim:100%)
Lopes, Luiz Henrique Rocha;96.0;1;Lopes, Luiz Henrique R (Freq:1, Sim:100%) | Lopes, Luiz Henrique Rocha (Freq:1, Sim:92%)
Lopes, Maria Cecília;98.5;2;Lopes, Maria Cecília (Freq:2, Sim:100%) | Lopes, Maria Cecília (Freq:1, Sim:97%)
Lopes, Maria Margaret;99.0;2;Lopes, Maria Margaret (Freq:2, Sim:100%) | Lopes, Maria Margaret (Freq:1, Sim:98%)
Lopes, Mariana de Lourdes Moreira;100.0;2;Lopes, Mariana de Lourdes Moreira (Freq:2, Sim:100%)
Lopes, Patrícia Abreu;95.0;1;Lopes, Patrícia Abreu (Freq:1, Sim:100%) | Lopes, Pricila Abreu (Freq:1, Sim:90%)
Lopes, Paulo Roberto Danelon;97.5;4;Lopes, Paulo Roberto Danelon (Freq:4, Sim:100%) | Lopes, Paulo Danelon (Freq:1, Sim:95%)
Lopes, Polliana Gomes;100.0;2;Lopes, Polliana Gomes (Freq:2, Sim:100%)
Lopes, Reijane da Silva;100.0;2;Lopes, Reijane da Silva (Freq:2, Sim:100%)
Lopes, Renata Miranda;100.0;2;Lopes, Renata Miranda (Freq:2, Sim:100%)
Lopes, Renato Almeida;100.0;2;Lopes, Renato Almeida (Freq:2, Sim:100%)
Lopes, Renato Vilela;100.0;6;Lopes, Renato Vilela (Freq:6, Sim:100%)
Lopes, Ricardo Tadeu;95.2;1;Lopes, Ricardo (Freq:1, Sim:100%) | Lopes, Ricardo Augusto de Souza Ayres (Freq:1, Sim:90%) | Lopes, Ricardo Tadeu (Freq:1, Sim:95%) | Lopes, Ricardo (Freq:1, Sim:96%)
Lopes, Robson Vila Nova;100.0;8;Lopes, Robson Vila Nova (Freq:8, Sim:100%)
Lopes, Roseany de Vasconcelos Vieira;100.0;2;Lopes, Roseany de Vasconcelos Vieira (Freq:2, Sim:100%)
Lopes, Samarah Rejany Motta;100.0;2;Lopes, Samarah Rejany Motta (Freq:2, Sim:100%)
Lopes, Telma Silva Santana;100.0;3;Lopes, Telma Silva Santana (Freq:3, Sim:100%)
Lopes, Thiago Oliveira;95.0;2;Lopes, Thiago Oliveira (Freq:2, Sim:100%) | Loup, Tiago Oliveira (Freq:1, Sim:90%)
Lopes, Yuri Chagas;100.0;2;Lopes, Yuri Chagas (Freq:2, Sim:100%)
Lopes, Carlos A.;97.3;3;Lopes, Carlos A. (Freq:3, Sim:100%) | Lopes, Carlos A. (Freq:1, Sim:97%) | Lopes, Carlos (Freq:1, Sim:95%)
Lopes, Daniela B.;100.0;2;Lopes, Daniela B. (Freq:2, Sim:100%)
Lopes, Edison Reis;100.0;2;Lopes, Edison Reis (Freq:2, Sim:100%)
Lopes, Leonardo F.;95.5;2;Lopes, Leonardo F. (Freq:2, Sim:100%) | Lopes, Leonardo W. (Freq:1, Sim:91%)
Lopes, Luis Felipe Dias;97.5;1;Lopes, Luis Felipe (Freq:1, Sim:100%) | Lopes, Luis Felipe Dias (Freq:1, Sim:95%)
Lopes, Miriam;100.0;1;Lopes, Miriam (Freq:1, Sim:100%)
Lopez Palechor, Erwin Ulises;100.0;2;Lopez Palechor, Erwin Ulises (Freq:2, Sim:100%)
Lopez, Alejandro Augusto Ospina;100.0;3;Lopez, Alejandro Augusto Ospina (Freq:3, Sim:100%)
Lopez, Helio Ricardo Machado;99.0;1;Lopez, Helio Ricardo Machado (Freq:1, Sim:100%) | Lopéz, Helio Ricardo Machado (Freq:1, Sim:98%)
Lopez, Manuel Humberto Mera;96.5;1;Lopez, Manuel Humberto Mera (Freq:1, Sim:100%) | Mera López, Manuel Humberto (Freq:1, Sim:93%)
Lopez, Miguel Alfredo Ruiz;97.5;1;Lopez, Miguel Alfredo Ruiz (Freq:1, Sim:100%) | Ruiz Lopez, Miguel Alfredo (Freq:1, Sim:95%)
Lordello, Silvia Renata;100.0;4;Lordello, Silvia Renata (Freq:4, Sim:100%)
Lorenzi, Adriana Sturion;100.0;2;Lorenzi, Adriana Sturion (Freq:2, Sim:100%)
Lorenzo, Cláudio Fortes Garcia;100.0;13;Lorenzo, Cláudio Fortes Garcia (Freq:13, Sim:100%)
Lorenzo, Flora Moura;100.0;2;Lorenzo, Flora Moura (Freq:2, Sim:100%)
Lotta, Gabriela;95.7;2;Lotta, Gabriela (Freq:2, Sim:100%) | Lotta, Gabriela Spanghero (Freq:1, Sim:90%) | Lottab, Gabriela (Freq:1, Sim:97%)
Louredo, Joelma da Mota;100.0;4;Louredo, Joelma da Mota (Freq:4, Sim:100%)
Louredo, Lucas da Mota;100.0;3;Louredo, Lucas da Mota (Freq:3, Sim:100%)
Loureiro, Altair Macedo Lahud;99.0;3;Loureiro, Altair Macedo Lahud (Freq:3, Sim:100%) | Loureiro, Altair Macedo Lahud (Freq:1, Sim:98%)
Loureiro, João Vitor Rodrigues;100.0;3;Loureiro, João Vitor Rodrigues (Freq:3, Sim:100%)
Loureiro, Laís Monteiro Rodrigues;100.0;2;Loureiro, Laís Monteiro Rodrigues (Freq:2, Sim:100%)
Loureiro, Paulo Roberto Amorim;95.5;2;Loureiro, Paulo Roberto Amorim (Freq:2, Sim:100%) | Loureiro, Paulo Roberto A. (Freq:1, Sim:91%)
Loureiro, Vânia Raquel Teles;97.5;7;Loureiro, Vânia Raquel Teles (Freq:7, Sim:100%) | Loureiro, Vânia Raquel Teles (org.) (Freq:2, Sim:95%)
Lourenço Filho, Ricardo Machado;100.0;2;Lourenço Filho, Ricardo Machado (Freq:2, Sim:100%)
Lourenço, Ana Luísa Pereira;100.0;2;Lourenço, Ana Luísa Pereira (Freq:2, Sim:100%)
Lourenço, Caroline Caramano de;100.0;2;Lourenço, Caroline Caramano de (Freq:2, Sim:100%)
Lourenço, Christinae Rebouças;99.0;1;Lourenço, Christinae Rebouças (Freq:1, Sim:100%) | Lourenço, Christine Rebouças (Freq:1, Sim:98%)
Lourenço, Isabela Tristan;100.0;3;Lourenço, Isabela Tristan (Freq:3, Sim:100%)
Lourenço, Kélem Gomes;100.0;2;Lourenço, Kélem Gomes (Freq:2, Sim:100%)
Lourenço, Luiz Carlos de Brito;100.0;2;Lourenço, Luiz Carlos de Brito (Freq:2, Sim:100%)
Lourenço, Néria (org.);98.3;2;Lourenço, Néria (org.) (Freq:2, Sim:100%) | Lourenço, Néria (Freq:1, Sim:95%) | Lourenço, Néria (org) (Freq:1, Sim:100%)
Lourenço, Rosyanne Louise Autran;100.0;2;Lourenço, Rosyanne Louise Autran (Freq:2, Sim:100%)
Lourenço, Thaynara Henrique Vieira;100.0;2;Lourenço, Thaynara Henrique Vieira (Freq:2, Sim:100%)
Louro, Daniela Mariano Carvalho;100.0;2;Louro, Daniela Mariano Carvalho (Freq:2, Sim:100%)
Louvandini, Helder;100.0;42;Louvandini, Helder (Freq:42, Sim:100%)
Louzada Júnior, Paulo;98.5;4;Louzada Júnior, Paulo (Freq:4, Sim:100%) | Louzada-Júnior, Paulo (Freq:1, Sim:97%)
Louzada, Gabriela Rondon Rossi;100.0;2;Louzada, Gabriela Rondon Rossi (Freq:2, Sim:100%)
Low, Siew-Kee;100.0;2;Low, Siew-Kee (Freq:2, Sim:100%) | Low, Siew‑Kee (Freq:1, Sim:100%)
Loyo, Alexandre de Oliveira Lima;100.0;2;Loyo, Alexandre de Oliveira Lima (Freq:2, Sim:100%)
Loyola Filho, Antônio Ignácio de;100.0;2;Loyola Filho, Antônio Ignácio de (Freq:2, Sim:100%)
Loyola, Fernando Morais de;100.0;2;Loyola, Fernando Morais de (Freq:2, Sim:100%)
Loyola, Rafael Dias;100.0;2;Loyola, Rafael Dias (Freq:2, Sim:100%)
Lozano, Viviane Furlan;100.0;3;Lozano, Viviane Furlan (Freq:3, Sim:100%)
Lozzi, Silene de Paulino;100.0;3;Lozzi, Silene de Paulino (Freq:3, Sim:100%)
Lucas, Edinardo Rodrigues;100.0;5;Lucas, Edinardo Rodrigues (Freq:5, Sim:100%)
Lucas, João Paulo Vieira Martins;100.0;2;Lucas, João Paulo Vieira Martins (Freq:2, Sim:100%)
Lucas, Vander Mendes;97.3;1;Lucas, Vander Mendes (Freq:1, Sim:100%) | Lucas, Vander Mendes (Freq:1, Sim:97%) | Mendes, Vander Lucas (Freq:1, Sim:95%)
Lucas, João Paulo;100.0;1;Lucas, João Paulo (Freq:1, Sim:100%)
Lucchese, Geraldo;98.5;1;Lucchese, Geraldo (Freq:1, Sim:100%) | Lucchese, Geraldo (Freq:1, Sim:97%)
Lucchetti, Alexandre Henrique;100.0;2;Lucchetti, Alexandre Henrique (Freq:2, Sim:100%)
Lucchini, Andrea;100.0;2;Lucchini, Andrea (Freq:2, Sim:100%)
Lucci, Carolina Madeira;99.0;28;Lucci, Carolina Madeira (Freq:28, Sim:100%) | Luccia, Carolina Madeira (Freq:1, Sim:98%)
Lucena, Bruna Paiva de;100.0;2;Lucena, Bruna Paiva de (Freq:2, Sim:100%)
Lucena, Edson Hilan Gomes de;100.0;5;Lucena, Edson Hilan Gomes de (Freq:5, Sim:100%)
Lucena, Edzana Roberta Ferreira da Cunha Vieira;97.5;3;Lucena, Edzana Roberta Ferreira da Cunha Vieira (Freq:3, Sim:100%) | Vieira, Edzana Roberta Ferreira da Cunha (Freq:1, Sim:95%)
Lucena, Gleydson Gonzaga de;100.0;2;Lucena, Gleydson Gonzaga de (Freq:2, Sim:100%)
Lucena, Rebecca Luna;100.0;3;Lucena, Rebecca Luna (Freq:3, Sim:100%)
Lucena, Regina Célia Borges de;100.0;2;Lucena, Regina Célia Borges de (Freq:2, Sim:100%)
Lucena, Tiago Franklin Rodrigues;100.0;2;Lucena, Tiago Franklin Rodrigues (Freq:2, Sim:100%)
Lucena, Wenner Glaucio Lopes;100.0;3;Lucena, Wenner Glaucio Lopes (Freq:3, Sim:100%)
Lucero, Everton Frask;100.0;2;Lucero, Everton Frask (Freq:2, Sim:100%)
Lucero, Jorge Carlos;98.5;5;Lucero, Jorge Carlos (Freq:5, Sim:100%) | Lucero, Jorge Carlos (Freq:1, Sim:97%)
Luciani, Roberto;100.0;2;Luciani, Roberto (Freq:2, Sim:100%)
Luciano, Bruno Theodoro;100.0;2;Luciano, Bruno Theodoro (Freq:2, Sim:100%)
Luciano, Gersem José dos Santos;100.0;3;Luciano, Gersem José dos Santos (Freq:3, Sim:100%)
Lucotte, Marc;100.0;3;Lucotte, Marc (Freq:3, Sim:100%)
Ludolfo, Flávia Caselli Pacheco;97.5;1;Ludolfo, Flávia Caselli Pacheco (Freq:1, Sim:100%) | Pacheco, Flávia Caselli (Freq:1, Sim:95%)
Luis, Zanderluce Gomes;99.0;3;Luis, Zanderluce Gomes (Freq:3, Sim:100%) | Luis, Zanderluce Gomes (Freq:2, Sim:98%)
Luis, Zanderluce G.;100.0;1;Luis, Zanderluce G. (Freq:1, Sim:100%)
Luiz, Argélica Saiaka;100.0;4;Luiz, Argélica Saiaka (Freq:4, Sim:100%)
Luiz, Cristiana dos Santos;100.0;2;Luiz, Cristiana dos Santos (Freq:2, Sim:100%)
Luiz, Galgane Patrícia;100.0;2;Luiz, Galgane Patrícia (Freq:2, Sim:100%)
Luiza Neto, Ingrid;97.5;3;Luiza Neto, Ingrid (Freq:3, Sim:100%) | Neto, Ingrid Luiza (Freq:1, Sim:95%)
Luiza, Vera Lucia;98.5;12;Luiza, Vera Lucia (Freq:12, Sim:100%) | Luiza, Vera Lucia (Freq:5, Sim:97%)
Luna, Ianni Barros;100.0;2;Luna, Ianni Barros (Freq:2, Sim:100%)
Luna, Natália Mariana Silva;99.0;1;Luna, Natália Mariana Silva (Freq:1, Sim:100%) | Luna, Natália Mariana Silva (Freq:1, Sim:98%)
Lunardi, Claure Nain;100.0;6;Lunardi, Claure Nain (Freq:6, Sim:100%)
Lunardi, Fabrício Castagna;100.0;2;Lunardi, Fabrício Castagna (Freq:2, Sim:100%)
Lunguinho, Marcus Vinicius;97.5;1;Lunguinho, Marcus Vinicius da Silva (Freq:1, Sim:100%) | Lunguinho, Marcus Vinicius (Freq:1, Sim:95%)
Lupatini, Evandro de Oliveira;100.0;3;Lupatini, Evandro de Oliveira (Freq:3, Sim:100%)
Luque, Maria Carolina Aquino;100.0;3;Luque, Maria Carolina Aquino (Freq:3, Sim:100%)
Lustosa Junior, Ilvan Medeiros;99.0;3;Lustosa Junior, Ilvan Medeiros (Freq:3, Sim:100%) | Lustosa Júnior, Ilvan Medeiros (Freq:1, Sim:98%)
Lustosa, Cátia;95.0;1;Lustosa, Cátia (Freq:1, Sim:100%) | Lustosa, Cátia Valderês dos Santos Faria (Freq:1, Sim:90%)
Lustosa, Emanuela Camargo de Barros;99.5;1;Lustosa, Emanuela Camargo de Barros (Freq:1, Sim:100%) | Lustosa, Emanuela Camargo de Barros (Freq:1, Sim:99%)
Lustosa, Iuri Augusto Alves;100.0;2;Lustosa, Iuri Augusto Alves (Freq:2, Sim:100%)
Lustosa, Mariana Costa Mascarenhas;95.0;1;Lustosa, Mariana (Freq:1, Sim:100%) | Lustosa, Mariana Costa Mascarenhas (Freq:1, Sim:90%)
Lustosa, Paulo Roberto Barbosa;100.0;30;Lustosa, Paulo Roberto Barbosa (Freq:30, Sim:100%)
Luz Neto, Daniel Rodrigues Silva;100.0;2;Luz Neto, Daniel Rodrigues Silva (Freq:2, Sim:100%)
Luz, Alana Souza;100.0;3;Luz, Alana Souza (Freq:3, Sim:100%)
Luz, Ana Cristina de Oliveira;100.0;1;Luz, Ana Cristina de Oliveira (Freq:1, Sim:100%)
Luz, Bruno Batista de Carvalho;100.0;3;Luz, Bruno Batista de Carvalho (Freq:3, Sim:100%)
Luz, Edna Dora Martins Newman;100.0;2;Luz, Edna Dora Martins Newman (Freq:2, Sim:100%)
Luz, Francisco das Chagas de Oliveira;100.0;3;Luz, Francisco das Chagas de Oliveira (Freq:3, Sim:100%)
Luz, Glécia Virgolino da Silva;97.5;6;Luz, Glécia Virgolino da Silva (Freq:6, Sim:100%) | Silva, Glécia Virgolino da (Freq:2, Sim:95%)
Luz, Isabelle Souza;100.0;4;Luz, Isabelle Souza (Freq:4, Sim:100%)
Luz, José Marcelo Oliveira da;100.0;2;Luz, José Marcelo Oliveira da (Freq:2, Sim:100%)
Luz, Kerlla de Souza;100.0;2;Luz, Kerlla de Souza (Freq:2, Sim:100%)
Luz, Maria Luiza Almeida;100.0;3;Luz, Maria Luiza Almeida (Freq:3, Sim:100%)
Luz, Priscila Maria Colombo da;100.0;5;Luz, Priscila Maria Colombo da (Freq:5, Sim:100%)
Luz, Protásio Lemos da;100.0;2;Luz, Protásio Lemos da (Freq:2, Sim:100%)
Luz, Renato Rodrigues;100.0;2;Luz, Renato Rodrigues (Freq:2, Sim:100%)
Luz, Sandra Maria da;97.5;9;Luz, Sandra Maria da (Freq:9, Sim:100%) | Luz, Sandra Maria da (org.) (Freq:1, Sim:95%)
Luzete, Beatriz Christina;100.0;3;Luzete, Beatriz Christina (Freq:3, Sim:100%)
Lyra, Mauricio Rocha;100.0;2;Lyra, Mauricio Rocha (Freq:2, Sim:100%)
Lyra, Renan Lopes de;100.0;2;Lyra, Renan Lopes de (Freq:2, Sim:100%)
Léo, Bruno Beltrão;100.0;2;Léo, Bruno Beltrão (Freq:2, Sim:100%)
Létti, Mariana Marlière;100.0;2;Létti, Mariana Marlière (Freq:2, Sim:100%)
López Rodríguez, Fernando;100.0;3;López Rodríguez, Fernando (Freq:3, Sim:100%)
Lôbo, José Ricardo;100.0;17;Lôbo, José Ricardo (Freq:17, Sim:100%)
Lôbo, Raysildo Barbosa;97.5;2;Lôbo, Raysildo Barbosa (Freq:2, Sim:100%) | Lobo, Raysildo Barbosa (Freq:1, Sim:95%)
Lôbo, Yonara Patrícia Prado;100.0;2;Lôbo, Yonara Patrícia Prado (Freq:2, Sim:100%)
Lúcio, Magda de Lima;100.0;2;Lúcio, Magda de Lima (Freq:2, Sim:100%)
Lúcio, Sílvia Laine Borges;100.0;2;Lúcio, Sílvia Laine Borges (Freq:2, Sim:100%)
Ma, Julia Barbosa Curto;97.5;1;Curto, Julia Barbosa (Freq:1, Sim:100%) | Ma, Julia Barbosa Curto (Freq:1, Sim:95%)
Ma, To Fu;97.5;1;Ma To Fu (Freq:1, Sim:100%) | Ma, To Fu (Freq:1, Sim:95%)
Maass, Marisa Cobbe;100.0;2;Maass, Marisa Cobbe (Freq:2, Sim:100%)
Macchiavello Espinoza, Bruno Luiggi;97.5;2;Macchiavello Espinoza, Bruno Luiggi (Freq:2, Sim:100%) | Espinoza, Bruno Luiggi Macchiavello (Freq:1, Sim:95%)
